24.995095	121.469782
25.012093	121.484447
25.00513	121.472589
25.00452	121.472667
25.005967	121.474722
25.005932	121.476144
25.00717	121.47586
25.00641	121.478833
25.005612	121.476938
25.010382	121.480537
25.006734	121.475547
25.007595	121.475687
25.006188	121.479549
25.007755	121.473928
25.006953	121.474066
25.006305	121.473829
25.006187	121.473673
25.005766	121.472617
25.006481	121.472144
25.006383	121.471917
25.00558	121.479139
25.006025	121.478871
25.005572	121.477202
25.005946	121.479721
25.004017	121.477195
25.005803	121.477729
25.010769	121.480172
25.004744	121.47982
25.005918	121.47131
24.999751	121.479072
25.002538	121.474331
25.001605	121.474711
25.002317	121.474761
25.00208	121.474923
25.001727	121.475476
25.005433	121.474871
25.006579	121.476853
25.007204	121.476654
25.008336	121.47653
25.001165	121.468939
24.996019	121.466352
24.995919	121.466179
25.000207	121.48122
25.001775	121.481207
25.002249	121.480897
25.009413	121.478946
24.999798	121.469618
24.999371	121.469292
25.001811	121.469678
24.993539	121.467588
24.994872	121.469032
25.007934	121.479395
25.009336	121.477836
24.998326	121.477758
24.998219	121.477162
24.998333	121.479289
24.99861	121.474707
24.999471	121.468583
25.005759	121.475991
24.99877	121.479173
25.002625	121.475229
25.003593	121.474652
25.002946	121.468095
25.012908	121.483878
25.010053	121.477974
25.011001	121.476304
25.001845	121.470673
25.001263	121.469874
25.002338	121.469935
25.002427	121.470527
25.000733	121.470015
25.002565	121.469691
24.99959	121.472628
25.006174	121.471943
25.004022	121.472132
25.005206	121.472101
25.002078	121.479654
25.002973	121.467583
25.004389	121.470801
25.001644	121.467396
25.005325	121.470919
25.005353	121.469943
25.001066	121.479193
25.001722	121.478204
24.999647	121.478698
24.999764	121.477981
25.000841	121.480329
25.000246	121.480845
25.001062	121.479775
24.998226	121.47673
24.997595	121.477507
24.997891	121.477186
24.997086	121.477024
24.996581	121.476626
24.998947	121.479563
24.999213	121.478823
24.999102	121.478086
24.998093	121.478677
24.998614	121.477728
24.998074	121.478205
25.00312	121.472534
25.003221	121.47369
25.004021	121.474577
25.001657	121.479509
25.003352	121.475724
25.002773	121.47566
25.003091	121.475777
25.002199	121.475746
25.002499	121.475745
25.006255	121.477048
25.008037	121.476501
24.996956	121.467996
24.996054	121.467614
24.994826	121.467065
24.994675	121.467149
24.999902	121.468028
24.998408	121.468162
24.9975	121.467963
25.002745	121.469205
25.003327	121.469469
24.994015	121.466006
24.993579	121.465846
25.002065	121.46891
25.002206	121.468226
25.010473	121.48452
25.010049	121.48532
25.011255	121.483416
25.012086	121.482947
25.011079	121.482049
25.01183	121.483964
25.011963	121.483796
25.012712	121.483091
25.013401	121.483165
25.010103	121.48194
24.995606	121.479667
25.001947	121.479882
25.001644	121.481022
25.002386	121.481198
25.003229	121.48043
25.003151	121.479839
25.002591	121.480251
25.003515	121.4809
25.004934	121.480233
25.005811	121.479964
25.007281	121.479596
25.008483	121.479241
24.999264	121.469592
24.999717	121.470215
24.999912	121.469333
25.000133	121.469754
25.001378	121.4683
25.001269	121.471192
25.02566	121.470324
25.023658	121.474151
25.024649	121.47451
24.999109	121.473289
24.99883	121.472987
25.024316	121.470939
25.004508	121.472198
25.024142	121.47118
25.002722	121.472268
24.997932	121.471569
24.997825	121.4717
24.998789	121.47249
24.996218	121.470383
24.995102	121.4787
24.994554	121.478954
24.993431	121.47807
24.991595	121.475707
24.997817	121.46607
24.998352	121.466242
24.9966	121.466405
24.997817	121.466962
24.997779	121.467458
24.997477	121.467307
24.997955	121.465385
24.998694	121.466783
24.998404	121.465375
24.997353	121.465378
24.99663	121.467132
25.002073	121.479017
25.008476	121.47502
25.010057	121.481017
24.999208	121.474513
24.999137	121.473445
24.998752	121.474421
25.004677	121.474068
25.003464	121.473155
25.004012	121.473488
25.003002	121.47342
25.00231	121.473441
25.002141	121.47347
25.00183	121.473515
25.000493	121.472827
25.000625	121.474546
25.000022	121.473366
25.000877	121.47457
25.000994	121.475204
24.99998	121.474995
24.999423	121.474683
25.005555	121.47387
25.003173	121.47401
25.000589	121.468674
24.995872	121.480681
24.995812	121.47995
25.010486	121.478673
25.014105	121.482552
25.013954	121.482311
25.013088	121.482211
25.012355	121.481769
25.012111	121.481903
25.011523	121.481611
25.010879	121.481668
25.010669	121.48145
25.026637	121.455984
